BufferA.Adc1Ch0[0], 0x7F00,
BufferA.Adc1Ch0[1], 0x7540,
BufferA.Adc1Ch0[2], 0x6040,
BufferA.Adc1Ch0[3], 0x4180,
BufferA.Adc1Ch0[4], 0x1C40,
BufferA.Adc1Ch0[5], 0xF480,
BufferA.Adc1Ch0[6], 0xCDC0,
BufferA.Adc1Ch0[7], 0xABC0,
BufferA.Adc1Ch0[8], 0x9240,
BufferA.Adc1Ch0[9], 0x8340,
BufferA.Adc1Ch0[10], 0x8080,
BufferA.Adc1Ch0[11], 0x8A40,
BufferA.Adc1Ch0[12], 0x9F80,
BufferA.Adc1Ch0[13], 0xBE40,
BufferA.Adc1Ch0[14], 0xE380,
BufferA.Adc1Ch0[15], 0x0B40,
BufferA.Adc1Ch0[16], 0x3200,
BufferA.Adc1Ch0[17], 0x5400,
BufferA.Adc1Ch0[18], 0x6D80,
BufferA.Adc1Ch0[19], 0x7C40,
BufferA.Adc1Ch0[20], 0x7F00,
BufferA.Adc1Ch0[21], 0x7500,
BufferA.Adc1Ch0[22], 0x5FC0,
BufferA.Adc1Ch0[23], 0x4100,
BufferA.Adc1Ch0[24], 0x1BC0,
BufferA.Adc1Ch0[25], 0xF400,
BufferA.Adc1Ch0[26], 0xCD40,
BufferA.Adc1Ch0[27], 0xAB40,
BufferA.Adc1Ch0[28], 0x91C0,
BufferA.Adc1Ch0[29], 0x8300,
BufferA.Adc1Ch0[30], 0x8080,
BufferA.Adc1Ch0[31], 0x8A80,
BufferA.Adc1Ch0[32], 0xA000,
BufferA.Adc1Ch0[33], 0xBEC0,
BufferA.Adc1Ch0[34], 0xE400,
BufferA.Adc1Ch0[35], 0x0C00,
BufferA.Adc1Ch0[36], 0x32C0,
BufferA.Adc1Ch0[37], 0x5440,
BufferA.Adc1Ch0[38], 0x6DC0,
BufferA.Adc1Ch0[39], 0x7C80,
BufferA.Adc1Ch0[40], 0x7F00,
BufferA.Adc1Ch0[41], 0x74C0,
BufferA.Adc1Ch0[42], 0x5F40,
BufferA.Adc1Ch0[43], 0x4080,
BufferA.Adc1Ch0[44], 0x1B40,
BufferA.Adc1Ch0[45], 0xF340,
BufferA.Adc1Ch0[46], 0xCC80,
BufferA.Adc1Ch0[47], 0xAB00,
BufferA.Adc1Ch0[48], 0x9180,
BufferA.Adc1Ch0[49], 0x8300,
BufferA.Adc1Ch0[50], 0x8080,
BufferA.Adc1Ch0[51], 0x8AC0,
BufferA.Adc1Ch0[52], 0xA040,
BufferA.Adc1Ch0[53], 0xBF40,
BufferA.Adc1Ch0[54], 0xE480,
BufferA.Adc1Ch0[55], 0x0C80,
BufferA.Adc1Ch0[56], 0x3340,
BufferA.Adc1Ch0[57], 0x54C0,
BufferA.Adc1Ch0[58], 0x6E00,
BufferA.Adc1Ch0[59], 0x7C80,
BufferA.Adc1Ch0[60], 0x7EC0,
BufferA.Adc1Ch0[61], 0x74C0,
BufferA.Adc1Ch0[62], 0x5F00,
BufferA.Adc1Ch0[63], 0x4000,
BufferA.Adc1Ch0[64], 0x1AC0,
BufferA.Adc1Ch0[65], 0xF2C0,
BufferA.Adc1Ch0[66], 0xCC00,
BufferA.Adc1Ch0[67], 0xAA80,
BufferA.Adc1Ch0[68], 0x9140,
BufferA.Adc1Ch0[69], 0x82C0,
BufferA.Adc1Ch0[70], 0x80C0,
BufferA.Adc1Ch0[71], 0x8B00,
BufferA.Adc1Ch0[72], 0xA0C0,
BufferA.Adc1Ch0[73], 0xBFC0,
BufferA.Adc1Ch0[74], 0xE500,
BufferA.Adc1Ch0[75], 0x0D00,
BufferA.Adc1Ch0[76], 0x33C0,
BufferA.Adc1Ch0[77], 0x5540,
BufferA.Adc1Ch0[78], 0x6E80,
BufferA.Adc1Ch0[79], 0x7CC0,
BufferA.Adc1Ch0[80], 0x7EC0,
BufferA.Adc1Ch0[81], 0x7480,
BufferA.Adc1Ch0[82], 0x5E80,
BufferA.Adc1Ch0[83], 0x3F80,
BufferA.Adc1Ch0[84], 0x1A00,
BufferA.Adc1Ch0[85], 0xF240,
BufferA.Adc1Ch0[86], 0xCB80,
BufferA.Adc1Ch0[87], 0xAA00,
BufferA.Adc1Ch0[88], 0x9100,
BufferA.Adc1Ch0[89], 0x82C0,
BufferA.Adc1Ch0[90], 0x80C0,
BufferA.Adc1Ch0[91], 0x8B40,
BufferA.Adc1Ch0[92], 0xA100,
BufferA.Adc1Ch0[93], 0xC040,
BufferA.Adc1Ch0[94], 0xE5C0,
BufferA.Adc1Ch0[95], 0x0DC0,
BufferA.Adc1Ch0[96], 0x3440,
BufferA.Adc1Ch0[97], 0x55C0,
BufferA.Adc1Ch0[98], 0x6EC0,
BufferA.Adc1Ch0[99], 0x7CC0,
BufferA.Adc1Ch0[100], 0x7EC0,
BufferA.Adc1Ch0[101], 0x7440,
BufferA.Adc1Ch0[102], 0x5E40,
BufferA.Adc1Ch0[103], 0x3F00,
BufferA.Adc1Ch0[104], 0x1980,
BufferA.Adc1Ch0[105], 0xF180,
BufferA.Adc1Ch0[106], 0xCB00,
BufferA.Adc1Ch0[107], 0xA980,
BufferA.Adc1Ch0[108], 0x90C0,
BufferA.Adc1Ch0[109], 0x8280,
BufferA.Adc1Ch0[110], 0x80C0,
BufferA.Adc1Ch0[111], 0x8B80,
BufferA.Adc1Ch0[112], 0xA180,
BufferA.Adc1Ch0[113], 0xC0C0,
BufferA.Adc1Ch0[114], 0xE640,
BufferA.Adc1Ch0[115], 0x0E40,
BufferA.Adc1Ch0[116], 0x34C0,
BufferA.Adc1Ch0[117], 0x5600,
BufferA.Adc1Ch0[118], 0x6F00,
BufferA.Adc1Ch0[119], 0x7D00,
BufferA.Adc1Ch0[120], 0x7EC0,
BufferA.Adc1Ch0[121], 0x7400,
BufferA.Adc1Ch0[122], 0x5DC0,
BufferA.Adc1Ch0[123], 0x3E80,
BufferA.Adc1Ch0[124], 0x1900,
BufferA.Adc1Ch0[125], 0xF100,
BufferA.Adc1Ch0[126], 0xCA80,
BufferA.Adc1Ch0[127], 0xA940,
BufferA.Adc1Ch1[0], 0x7D80,
BufferA.Adc1Ch1[1], 0x7080,
BufferA.Adc1Ch1[2], 0x5880,
BufferA.Adc1Ch1[3], 0x37C0,
BufferA.Adc1Ch1[4], 0x1180,
BufferA.Adc1Ch1[5], 0xE980,
BufferA.Adc1Ch1[6], 0xC380,
BufferA.Adc1Ch1[7], 0xA3C0,
BufferA.Adc1Ch1[8], 0x8CC0,
BufferA.Adc1Ch1[9], 0x8140,
BufferA.Adc1Ch1[10], 0x8200,
BufferA.Adc1Ch1[11], 0x8F00,
BufferA.Adc1Ch1[12], 0xA740,
BufferA.Adc1Ch1[13], 0xC800,
BufferA.Adc1Ch1[14], 0xEE80,
BufferA.Adc1Ch1[15], 0x1640,
BufferA.Adc1Ch1[16], 0x3C40,
BufferA.Adc1Ch1[17], 0x5C00,
BufferA.Adc1Ch1[18], 0x72C0,
BufferA.Adc1Ch1[19], 0x7E40,
BufferA.Adc1Ch1[20], 0x7D80,
BufferA.Adc1Ch1[21], 0x7040,
BufferA.Adc1Ch1[22], 0x5800,
BufferA.Adc1Ch1[23], 0x3740,
BufferA.Adc1Ch1[24], 0x10C0,
BufferA.Adc1Ch1[25], 0xE8C0,
BufferA.Adc1Ch1[26], 0xC300,
BufferA.Adc1Ch1[27], 0xA340,
BufferA.Adc1Ch1[28], 0x8C80,
BufferA.Adc1Ch1[29], 0x8140,
BufferA.Adc1Ch1[30], 0x8200,
BufferA.Adc1Ch1[31], 0x8F80,
BufferA.Adc1Ch1[32], 0xA7C0,
BufferA.Adc1Ch1[33], 0xC880,
BufferA.Adc1Ch1[34], 0xEF00,
BufferA.Adc1Ch1[35], 0x1700,
BufferA.Adc1Ch1[36], 0x3CC0,
BufferA.Adc1Ch1[37], 0x5C80,
BufferA.Adc1Ch1[38], 0x7300,
BufferA.Adc1Ch1[39], 0x7E80,
BufferA.Adc1Ch1[40], 0x7D40,
BufferA.Adc1Ch1[41], 0x7000,
BufferA.Adc1Ch1[42], 0x5780,
BufferA.Adc1Ch1[43], 0x3680,
BufferA.Adc1Ch1[44], 0x1040,
BufferA.Adc1Ch1[45], 0xE840,
BufferA.Adc1Ch1[46], 0xC280,
BufferA.Adc1Ch1[47], 0xA300,
BufferA.Adc1Ch1[48], 0x8C40,
BufferA.Adc1Ch1[49], 0x8100,
BufferA.Adc1Ch1[50], 0x8240,
BufferA.Adc1Ch1[51], 0x8FC0,
BufferA.Adc1Ch1[52], 0xA800,
BufferA.Adc1Ch1[53], 0xC940,
